Filename;ActivityName;Location;ReferenceProduct
21727_437e44c5-db8f-48f1-9c23-53e3d49dcdc8_9b9edcf3-0539-4642-9516-0df642a5c41a.spold;land already in use, perennial cropland to perennial crop;ZA;land tenure, arable land, measured as carbon net primary productivity, perennial crop
21728_7ccb4ec2-c685-4099-876f-c2e83a5138ab_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;CH;land use change, annual crop
21729_46e4e823-d670-4c10-a24e-19ae96b6d3d3_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;AR;land use change, annual crop
21730_f0036efa-2425-41aa-aa26-117a272a220d_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;CA;land use change, annual crop
21731_961593ec-5d61-40c2-bdf4-549bd0f6807f_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;AU;land use change, annual crop
21732_1b95ec8e-f836-4d16-8a17-56377fe0f669_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;CN;land use change, annual crop
21733_dc37d034-360a-4a37-9590-0b6b27128f41_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;DE;land use change, annual crop
21734_64b5d96a-00e8-4423-874a-8521172650b6_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;IL;land use change, annual crop
21735_22579061-0495-4075-9401-713c69aac3d2_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;HU;land use change, annual crop
21736_f9d54c68-c381-4c8b-9f47-1e93e98f05cf_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;ES;land use change, annual crop
21737_8f682696-a89c-427b-b1eb-e7703d605b90_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;FR;land use change, annual crop
21738_78d94e1f-9b2e-4764-95b9-6543d01126a8_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;FI;land use change, annual crop
21739_4e263d50-a855-4ed8-adbb-b52dbf3832af_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;IN;land use change, annual crop
21740_f37bbf2a-8801-435f-8bc7-6f488f18b1af_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;NZ;land use change, annual crop
21741_11d98fd8-8fbf-4381-90ce-62350bbbdaf1_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;NL;land use change, annual crop
21742_ddaf6ba9-8eaf-47aa-aa71-7c03e39dc81b_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;IT;land use change, annual crop
21743_1bd67519-083f-4bd3-9059-92c27803f6a9_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;MX;land use change, annual crop
21744_157a63bb-5836-4bab-a1a4-cf0cfa10828b_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;TH;land use change, annual crop
21745_d2295945-8f69-45df-aee2-20115630df45_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;PE;land use change, annual crop
21746_84489d99-94cf-455f-a6e1-ec2d0af7ae0e_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;RU;land use change, annual crop
21747_882a404c-c1e7-40b6-91f9-ff61ba7740d0_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;UA;land use change, annual crop
21748_417f105f-b3dd-48c9-8aaf-df51eea4d728_78a89eea-d172-4c76-b7fb-727af1e394a4.spold;land use change, paddy rice;IN;land use change, paddy rice
21749_a4f48e06-0862-44cb-ad40-1d914d631e46_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;AR;land use change, perennial crop
21750_3b25cdca-bbb7-430b-b483-1c474513c07c_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;CL;land use change, perennial crop
21751_1e1e9ddb-2c19-40df-b1a9-3fe2380a3931_78a89eea-d172-4c76-b7fb-727af1e394a4.spold;land use change, paddy rice;CN;land use change, paddy rice
21752_0655479b-5960-40fa-97da-4433fa06527f_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;BE;land use change, perennial crop
21753_7cfe1cd1-555e-4736-8d62-4890ca62f64a_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;CI;land use change, perennial crop
21754_a15d7341-4aed-4b3e-9b51-1db4a9c252c2_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;US;land use change, annual crop
21755_3a10a06e-cf71-43a3-bdd4-2d1a5a900de6_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;CR;land use change, perennial crop
21756_0d3c4850-e4c8-44c8-8b72-97105c982e10_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;CO;land use change, perennial crop
21757_52e6f196-3065-4ead-af3d-e0310eaf968a_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;CN;land use change, perennial crop
21758_f8bc8e6f-63e7-48f1-9f89-c341e1610db8_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;EC;land use change, perennial crop
21759_d8b19ec9-8135-4312-8412-cb42a76ac65c_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;FR;land use change, perennial crop
21760_8e8d7b74-b1d6-4cb6-802d-f6075992085a_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;ES;land use change, perennial crop
21761_eb6a2c1d-35e2-460a-ba0d-8b36d069739a_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;ID;land use change, perennial crop
21762_d5684cd4-2f50-475e-88bd-dc70178d48f1_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;GH;land use change, perennial crop
21763_8d2be74f-3faa-4905-a66d-ea5060ce3831_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;HN;land use change, perennial crop
21764_78949345-caf0-4ad4-a5a0-66515a5203c0_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;IN;land use change, perennial crop
21765_934c5e03-7028-45ea-acf6-489dcfd34f0e_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;MG;land use change, perennial crop
21766_da0b3f72-ea65-4af4-bbcf-9b851bed64ea_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;LK;land use change, perennial crop
21767_4b58896c-d0ac-4ff5-a100-76240636ddc4_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;KE;land use change, perennial crop
21768_237a0ec1-759e-4303-932d-ef8c366114aa_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;MX;land use change, perennial crop
21769_9df1d886-1dee-45c1-8b3d-d199bccc91b4_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;MY;land use change, perennial crop
21770_3a16be9d-7ebc-4902-b455-43868c6718aa_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;IT;land use change, perennial crop
21771_e9bbd4ce-f580-413a-8c73-3e62c8bb6c97_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;TR;land use change, perennial crop
21772_c5e2e1ab-f604-45da-b10e-ddbb81ca2f84_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;VN;land use change, perennial crop
21773_d2f7badc-1a2b-479d-bf85-a98c5ad48086_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;ZA;land use change, perennial crop
21774_c1038c10-6e8f-464d-8941-987b189cef0e_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;US;land use change, perennial crop
21775_36140a31-3321-49ea-9e4e-fe7e6794f137_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;PE;land use change, perennial crop
21776_e1150437-4617-417a-8179-1b2196ff8982_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;PH;land use change, perennial crop
21777_d19c9e26-411e-49e3-a879-598cbe3df2a4_404074c5-9468-4ecb-8b65-bbc53783fcda.spold;laser machining, metal, with CO2-laser, 2000W power;RER;laser machining, metal, with CO2-laser, 2000W power
21778_9a2d8c16-3b22-4043-9d26-d32f623c7873_404074c5-9468-4ecb-8b65-bbc53783fcda.spold;laser machining, metal, with CO2-laser, 2000W power;CA-QC;laser machining, metal, with CO2-laser, 2000W power
21779_f02c0969-8b9c-4761-90e0-1af2f163aa05_8dbc8c43-7edb-4b94-b202-0eb010909276.spold;laser machining, metal, with CO2-laser, 2700W power;CA-QC;laser machining, metal, with CO2-laser, 2700W power
21780_be25283a-53ee-47d8-9d44-d1d9bf2ef639_8dbc8c43-7edb-4b94-b202-0eb010909276.spold;laser machining, metal, with CO2-laser, 2700W power;RER;laser machining, metal, with CO2-laser, 2700W power
21781_f24bb07e-5d67-4722-a442-607ce41dc38f_8f7f787b-119e-481a-a2fa-e3ee86bcf5c8.spold;laser machining, metal, with CO2-laser, 3200W power;CA-QC;laser machining, metal, with CO2-laser, 3200W power
21782_4f418df0-3f2b-44e9-bbcc-90cf672faff5_8f7f787b-119e-481a-a2fa-e3ee86bcf5c8.spold;laser machining, metal, with CO2-laser, 3200W power;RER;laser machining, metal, with CO2-laser, 3200W power
21783_d9e63f71-4a52-422e-9a12-a87e9bddd26c_7f8897c9-3e4c-461c-ac99-48b7ee5b87a8.spold;laser machining, metal, with CO2-laser, 4000W power;CA-QC;laser machining, metal, with CO2-laser, 4000W power
21784_c4d0e85b-a0cd-4475-bae2-44cb28b44499_7f8897c9-3e4c-461c-ac99-48b7ee5b87a8.spold;laser machining, metal, with CO2-laser, 4000W power;RER;laser machining, metal, with CO2-laser, 4000W power
21785_1b918860-c9a8-4f68-8177-1adcca483e76_978cf29a-1caf-4d3b-8195-9912a082c86f.spold;laser machining, metal, with CO2-laser, 5000W power;CA-QC;laser machining, metal, with CO2-laser, 5000W power
21786_6c3e364a-fad8-4155-857c-70dbcb8d6708_978cf29a-1caf-4d3b-8195-9912a082c86f.spold;laser machining, metal, with CO2-laser, 5000W power;RER;laser machining, metal, with CO2-laser, 5000W power
21787_effbcc35-41ad-4dd8-b959-dbe758fcf329_bdfd256b-43c3-4b77-82e3-4191323564ea.spold;laser machining, metal, with CO2-laser, 6000W power;CA-QC;laser machining, metal, with CO2-laser, 6000W power
21788_259edc1e-f637-4a93-b392-8224a0587719_d0d14ac8-629d-4234-bfeb-f82e6fd79788.spold;laser machining, metal, with YAG-laser, 120W power;CA-QC;laser machining, metal, with YAG-laser, 120W power
21789_d5967009-c496-44e5-b681-051aaf4b6e5f_bdfd256b-43c3-4b77-82e3-4191323564ea.spold;laser machining, metal, with CO2-laser, 6000W power;RER;laser machining, metal, with CO2-laser, 6000W power
21790_9da81bbe-0abf-44cd-ab37-4b396b0767df_d0d14ac8-629d-4234-bfeb-f82e6fd79788.spold;laser machining, metal, with YAG-laser, 120W power;RER;laser machining, metal, with YAG-laser, 120W power
21791_00181c11-e1cc-4f48-861f-5805cc8a608f_693fe460-8cf2-46e3-b362-e24e13a1a489.spold;laser machining, metal, with YAG-laser, 200W power;CA-QC;laser machining, metal, with YAG-laser, 200W power
21792_751cb4fa-a76e-43ab-ae81-8b45eb4e524b_693fe460-8cf2-46e3-b362-e24e13a1a489.spold;laser machining, metal, with YAG-laser, 200W power;RER;laser machining, metal, with YAG-laser, 200W power
21793_31496017-2b7b-46f4-b988-653dafc349e3_1db6c3dc-aa85-473c-ac8b-06832af0b1ba.spold;laser machining, metal, with YAG-laser, 30W power;CA-QC;laser machining, metal, with YAG-laser, 30W power
21794_107c8051-f597-4948-bd7d-286077dcf071_1db6c3dc-aa85-473c-ac8b-06832af0b1ba.spold;laser machining, metal, with YAG-laser, 30W power;RER;laser machining, metal, with YAG-laser, 30W power
21795_d627c5bc-5e51-493d-967e-f669fb4a9aed_442ac1c0-03bd-41f5-b1b5-4e41b419a1cd.spold;laser machining, metal, with YAG-laser, 330W power;RER;laser machining, metal, with YAG-laser, 330W power
21796_9877f31e-c954-427f-9504-3ec5a31a370b_442ac1c0-03bd-41f5-b1b5-4e41b419a1cd.spold;laser machining, metal, with YAG-laser, 330W power;CA-QC;laser machining, metal, with YAG-laser, 330W power
21797_0c9e4ebd-3026-41a9-b5ea-ce6685629ae5_58ccc768-107d-420b-9206-e47f333feeca.spold;laser machining, metal, with YAG-laser, 40W power;RER;laser machining, metal, with YAG-laser, 40W power
21798_5526fcf7-910a-499c-92f9-8784c2b28c89_58ccc768-107d-420b-9206-e47f333feeca.spold;laser machining, metal, with YAG-laser, 40W power;CA-QC;laser machining, metal, with YAG-laser, 40W power
21799_b4d54e48-f8eb-4b1f-85c1-276d7139ed19_f6503135-81f4-4291-a643-14f92f05797a.spold;laser machining, metal, with YAG-laser, 500W power;RER;laser machining, metal, with YAG-laser, 500W power
21800_e24b6f40-3077-4fec-9093-6e129f362ede_f6503135-81f4-4291-a643-14f92f05797a.spold;laser machining, metal, with YAG-laser, 500W power;CA-QC;laser machining, metal, with YAG-laser, 500W power
21801_c0d76475-1e86-47cd-a1b0-ffddfd83729c_325592d0-d9d7-4d62-8cb4-b58761da37d7.spold;laser machining, metal, with YAG-laser, 50W power;CA-QC;laser machining, metal, with YAG-laser, 50W power
21802_c36de060-d14a-4f06-8389-7807105181d8_def118a0-432e-41c8-aa67-3e0e5124dee3.spold;laser machining, metal, with YAG-laser, 60W power;CA-QC;laser machining, metal, with YAG-laser, 60W power
21803_54f59902-41bb-4000-9a8d-af9260f336ce_325592d0-d9d7-4d62-8cb4-b58761da37d7.spold;laser machining, metal, with YAG-laser, 50W power;RER;laser machining, metal, with YAG-laser, 50W power
21804_df062eb7-52d0-4a68-9f0a-24433dcb98d0_def118a0-432e-41c8-aa67-3e0e5124dee3.spold;laser machining, metal, with YAG-laser, 60W power;RER;laser machining, metal, with YAG-laser, 60W power
21806_69de49a6-eedd-40e2-90ad-a99ca7705a4d_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, air drying to u=20%;CA-QC;sawnwood, lath, hardwood, raw, dried (u=20%)
21807_9733d44e-c36d-4368-8e9a-48aba3689000_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, air drying to u=20%;CH;sawnwood, lath, hardwood, raw, dried (u=20%)
21808_cea00a6f-4fce-412f-a4be-848ee475fd6f_9c82f193-c34c-4765-abc3-996c68d1df8c.spold;lath, hardwood, raw, kiln drying to u=10%;CA-QC;sawnwood, lath, hardwood, raw, dried (u=10%)
21809_039c8ba0-e393-4d20-8d06-ebe0787a16f7_9c82f193-c34c-4765-abc3-996c68d1df8c.spold;lath, hardwood, raw, kiln drying to u=10%;CH;sawnwood, lath, hardwood, raw, dried (u=10%)
21810_46ba304e-c4ae-4129-9a8b-867d0493672d_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, kiln drying to u=20%;CA-QC;sawnwood, lath, hardwood, raw, dried (u=20%)
21811_a30dbccd-a906-4dee-89e0-c3b2bacbc27e_45c9c99d-a8e1-43f7-afab-7610034ad887.spold;lath, hardwood, raw, kiln drying to u=20%;CH;sawnwood, lath, hardwood, raw, dried (u=20%)
21812_6322b80a-be94-4489-87b0-0bc5504808b2_1458c180-5333-475e-88d2-7886d76e779e.spold;lath, softwood, raw, air drying to u=20%;CA-QC;sawnwood, lath, softwood, raw, dried (u=20%)
21813_51bd0495-7d06-4d98-b5ec-30407c4ac6cd_1458c180-5333-475e-88d2-7886d76e779e.spold;lath, softwood, raw, air drying to u=20%;CH;sawnwood, lath, softwood, raw, dried (u=20%)
21814_60bcda91-0ec2-41b1-b01e-e4992d6bfae6_2c3a5ee5-59d7-4b44-8403-9045dbf5d105.spold;lath, softwood, raw, kiln drying to u=10%;CA-QC;sawnwood, lath, softwood, raw, dried (u=10%)
21815_0357ed9e-bfb7-4e3b-968d-965a42bde05f_2c3a5ee5-59d7-4b44-8403-9045dbf5d105.spold;lath, softwood, raw, kiln drying to u=10%;CH;sawnwood, lath, softwood, raw, dried (u=10%)
21816_7f4abe17-ef83-49c3-ba17-30f030faf1ae_1458c180-5333-475e-88d2-7886d76e779e.spold;lath, softwood, raw, kiln drying to u=20%;CA-QC;sawnwood, lath, softwood, raw, dried (u=20%)
21817_eea53671-0461-4918-9a5d-6a9e1628e61c_1458c180-5333-475e-88d2-7886d76e779e.spold;lath, softwood, raw, kiln drying to u=20%;CH;sawnwood, lath, softwood, raw, dried (u=20%)
21818_db986440-abf8-4a36-b9b8-827f351d308e_db9e356b-f056-4ddd-b766-e65d1f69dfb4.spold;lead concentrate stockpiling;US;lead concentrate stockpiling
21820_1c7c3730-dd8a-477d-857a-790e8bc194b9_3c729202-245e-4585-a517-c053ca62f074.spold;lean concrete production, with cement CEM II/A;CH;lean concrete
21821_9c46da5d-75af-4e27-b424-bb48c6feb6ae_3c729202-245e-4585-a517-c053ca62f074.spold;lean concrete production, with cement CEM II/B;CH;lean concrete
21822_de668f4a-92df-44c6-9473-66817565ade2_9891d347-28f8-434d-896a-84a19a4c68a6.spold;lemon production;ES;lemon
21823_9cc5aca2-be61-4967-b9c8-573c8c604390_9891d347-28f8-434d-896a-84a19a4c68a6.spold;lemon production;MX;lemon
21824_220fad18-4753-4676-9c02-2feb531d56cc_9891d347-28f8-434d-896a-84a19a4c68a6.spold;lemon production;TR;lemon
21825_e6cc947b-f93d-438c-b1ff-ce85f654f04e_d252a802-6a2c-4ac2-8be7-d8fe9250be97.spold;lettuce360 production;GLO;lettuce
21826_24598eaf-f108-4390-b2c4-3ba6def4a927_d252a802-6a2c-4ac2-8be7-d8fe9250be97.spold;lettuce361 production;GLO;lettuce
21827_77f0be64-75f2-43d0-be96-3852d2f19692_a8532e01-f16d-4cec-b6a6-694a6149862c.spold;light clay brick production;DE;light clay brick
21828_2fcfb864-c520-4067-8a16-4cbad09a7eca_6ee08e0a-4762-44f5-ac35-20289c48b970.spold;light commercial vehicle production;RER;light commercial vehicle
21829_0eba19a7-e838-400c-85b1-d5bdc9a12f08_b89dadb0-75e9-44fd-8d41-1ec8dcce23b6.spold;light fuel oil, import from Europe;CH;light fuel oil
21830_4bc9f699-343c-43dd-a400-9ca224b23d8e_084469ca-e2a7-4951-8753-60629e461823.spold;light emitting diode production;GLO;light emitting diode
21831_7a1f4d39-cb5f-4838-af0e-7f6ad4b63a12_d3ed2316-27eb-4d4f-91d1-b379b4c6ead1.spold;lightweight concrete block production, expanded clay;CH;lightweight concrete block, expanded clay
21832_5b37ad5f-ca1a-49ce-a4c9-8f2504e16767_6e316745-6534-470e-9a69-3e20f2a54173.spold;light mortar production;CH;light mortar
21833_130a4353-4443-4d08-af33-13757597f221_59775542-59e4-4ac4-a9f3-6fa1f86f49cf.spold;lightweight concrete block production, expanded perlite;CH;lightweight concrete block, expanded perlite
21834_a8fcf139-b7af-494e-94ed-17f656236e1e_b7e6ae77-c484-4807-ac8f-7ae89f29c02a.spold;lightweight concrete block production, expanded vermiculite;CH;lightweight concrete block, expanded vermiculite
