Filename;ActivityName;Location;ReferenceProduct
24267_5db8e82d-2ad3-4b45-b2a7-0c565235f996_dc1f2d8a-56cc-4a23-a2f3-d7931bca55ce.spold;market for potentiometer, unspecified;GLO;potentiometer, unspecified
24268_ea13872c-5701-4612-974c-550d3af59512_fc5ea80c-8e1b-4e88-aece-8b52a1816cff.spold;market for power adapter, for laptop;GLO;power adapter, for laptop
24269_db300a96-6c0b-4003-ab7d-26270c8c9d31_95dec2c2-ddd6-4c04-8b60-a780dc03b222.spold;market for powder coat, aluminium sheet;GLO;powder coat, aluminium sheet
24270_7f6e5288-5c38-4fa4-95a2-39de264b369b_8578a99c-e6ff-412c-a829-9e53f8890e5a.spold;market for power sawing, without catalytic converter;GLO;power sawing, without catalytic converter
24271_6cd2fa88-88ed-45fc-9402-bbdae560333f_99e47244-0ecd-4d45-8d79-f4e3cb384d05.spold;market for power saw, without catalytic converter;GLO;power saw, without catalytic converter
24272_17389837-a3c5-4e20-a636-4bdb84fb4504_3018d5b5-c836-4154-9604-0a3181f31d64.spold;market for power saw, with catalytic converter;GLO;power saw, with catalytic converter
24273_fbbd918b-7148-4eff-a6f8-2a5b822ea054_472aa122-5d2c-45c0-9950-1c85af36eb30.spold;market for power sawing, with catalytic converter;GLO;power sawing, with catalytic converter
24274_b055a072-1d69-4990-94f2-c881fab381c9_50c810aa-10bb-42a9-ab7f-b179493b58ac.spold;market for power distribution unit, for electric passenger car;GLO;power distribution unit, for electric passenger car
24275_fcc78714-a544-4f0e-b382-d00bbbcd5bd6_884c48fb-56c9-44e5-a18e-b400b40cb2c4.spold;market for power block, solar tower power plant, 20 MW;GLO;power block, solar tower power plant, 20 MW
24276_2b7dc0a8-c193-402a-90ae-bc314cab3529_1f2c710e-6c7a-43f1-b3b4-aa905fe1dafd.spold;market for power supply unit, for desktop computer;GLO;power supply unit, for desktop computer
24277_d3c668f1-8db5-4509-963e-65e3a76a4a4b_e1126956-dc57-4837-849f-57fb25c8effa.spold;market for praseodymium oxide;GLO;praseodymium oxide
24278_0dbafcb4-212d-4fd9-b11e-c84b2114f87c_7101abbb-e136-4f29-99e9-e4e89f9266ab.spold;market for precious metal from electronics scrap, in anode slime;GLO;precious metal from electronics scrap, in anode slime
24279_d6b9e79c-5e46-4ba7-8cb3-6a8825e167ac_9fdc557e-85d0-4b26-8cfb-24c7205f6f3a.spold;market for powertrain, for electric passenger car;GLO;powertrain, for electric passenger car
24280_102b0987-b153-4917-8cd1-aacf2873080d_44b33140-9515-4c04-9a86-46098a2d9449.spold;market for precious metal for jewellery;GLO;precious metal for jewellery
24281_92c3fd09-2196-449f-bdd1-d1790c69ad2e_a56c49fd-0157-492e-ae84-5f0726c7058b.spold;market for precious metal refinery;GLO;precious metal refinery
24282_817b8e86-a83a-4fca-a2b3-b995c20051e3_d86d6656-4906-400c-a980-836dba269b37.spold;market for printed paper;GLO;printed paper
24283_05b76493-aec4-43e3-b8c2-839f68cd4601_fbc37f1d-6f28-4b37-9d7e-82695f151db3.spold;market for printed paper, offset;GLO;printed paper, offset
24284_989a0f2c-91b6-47d5-a18d-571d273af95b_283b675b-2407-49f1-bd80-a833940fee39.spold;market for printed wiring board, for surface mounting, Pb containing surface;GLO;printed wiring board, for surface mounting, Pb containing surface
24285_5b21723a-54ac-4638-9c6c-d062191e0cb3_1753f592-1686-4ccd-a522-3fce6687572e.spold;market for printed wiring board, for power supply unit, desktop computer, Pb containing;GLO;printed wiring board, for power supply unit, desktop computer, Pb containing
24286_44322a25-4a90-4185-b74b-9b0a5909f239_1420606e-a2b3-460e-b199-2af9389762b6.spold;market for printed wiring board mounting facility, through-hole mounting line;GLO;printed wiring board mounting facility, through-hole mounting line
24287_1541b70f-9ef7-4ee9-8f30-53d5527b2b23_65cf8186-2a0d-4271-b7ee-62c9f5d5100c.spold;market for printed wiring board, for surface mounting, Pb free surface;GLO;printed wiring board, for surface mounting, Pb free surface
24288_8422f767-aaab-4354-b375-b32683b81e53_61627325-4a8f-4405-946c-1a9f1d19521f.spold;market for printed wiring board mounting facility, surface mounting line;GLO;printed wiring board mounting facility, surface mounting line
24289_d85f6837-49f3-400e-84f2-903b321caeba_c8e0343b-d1e9-4850-b235-2f3e931b01e6.spold;market for printed wiring board, for power supply unit, desktop computer, Pb free;GLO;printed wiring board, for power supply unit, desktop computer, Pb free
24290_625d9b05-8175-4e47-be36-e8de84082427_4fe1df48-36c3-43d7-a2f6-97cb3a8cfc71.spold;market for printed wiring board mounting facility;GLO;printed wiring board mounting facility
24291_f5344b8d-e62a-4958-aa84-ccce8ee125b5_cf11031f-462b-48ce-857b-f36ed83e0095.spold;market for printed wiring board, for through-hole mounting, Pb free surface;GLO;printed wiring board, for through-hole mounting, Pb free surface
24292_b04548c2-8dba-4e22-91e9-723db924fc16_01754257-af2c-4779-9a1b-b51e4e1e4031.spold;market for printed wiring board, mounted mainboard, laptop computer, Pb containing;GLO;printed wiring board, mounted mainboard, laptop computer, Pb containing
24293_185cc221-6405-4a18-8ef5-e65ca2398201_0bd87d38-42ee-4029-8a5e-ba6b932e9ea2.spold;market for printed wiring board, mounted mainboard, laptop computer, Pb free;GLO;printed wiring board, mounted mainboard, laptop computer, Pb free
24294_bc0382fd-9832-4d7f-b4da-2c9378a08a34_5ad2c6c9-1ff6-4bb0-bae1-40f8adc42b1c.spold;market for printed wiring board, for through-hole mounting, Pb containing surface;GLO;printed wiring board, for through-hole mounting, Pb containing surface
24295_2f7c0088-2679-4f49-bbc9-dd38df2e54f0_15c3e723-ae09-4f1c-8e54-515c27fab3ce.spold;market for printed wiring board, mounted mainboard, desktop computer, Pb free;GLO;printed wiring board, mounted mainboard, desktop computer, Pb free
24296_3774dddd-7857-4ea7-b5b4-b860866ef57f_4550dc89-f2bb-45d5-ba33-7cd7d8d50e2d.spold;market for printed wiring board, mounted mainboard, desktop computer, Pb containing;GLO;printed wiring board, mounted mainboard, desktop computer, Pb containing
24297_c9764353-5987-4c1e-883d-5f7c632f2e9d_b2fa2d26-3e11-43c8-aa62-ad15665dac59.spold;market for printed wiring board, surface mounted, unspecified, Pb containing;GLO;printed wiring board, surface mounted, unspecified, Pb containing
24298_10b4551c-3a0b-4809-9920-d6dbf2ecd7ad_8598208b-dcea-4d29-8bdf-74958b7178c4.spold;market for printed wiring board, surface mounted, unspecified, Pb free;GLO;printed wiring board, surface mounted, unspecified, Pb free
24299_6b717591-6f24-4623-ae8d-39249066bdbc_40521328-bdae-4fc3-9034-cd8bea5c7fa2.spold;market for printed wiring board, through-hole mounted, unspecified, Pb containing;GLO;printed wiring board, through-hole mounted, unspecified, Pb containing
24300_0a94a7f7-5c2c-4b90-aa38-121ffb549f5b_3cadb0c2-4e16-4007-8f05-b5d48b7ea47c.spold;market for printer, laser, colour;GLO;printer, laser, colour
24301_92e42d7a-6499-4d75-ba69-ff1c76e7a091_1d2e10bf-8b43-4dbe-bdff-959e26f4607d.spold;market for process-specific burdens, hazardous waste incineration plant;CH;process-specific burdens, hazardous waste incineration plant
24302_4045b844-ce78-47dc-a69a-c3044cd5a65b_c8073467-777a-4eee-ab21-5008a9b46e19.spold;market for process-specific burdens, import of copper to Switzerland;GLO;process-specific burdens, import of copper to Switzerland
24303_4f055c4b-c0f0-4c2f-8694-1bdbe4238d78_4a2aeb6d-125d-4473-8df7-310d98da3e2d.spold;market for process-specific burden, sanitary landfill;CH;process-specific burden, sanitary landfill
24304_5ae9a6cb-e93c-47f0-9407-d4eb865e85ac_2b8a9ea3-5dea-47c1-9c37-e98a1dd9f2d0.spold;market for printed wiring board, through-hole mounted, unspecified, Pb free;GLO;printed wiring board, through-hole mounted, unspecified, Pb free
24305_d562b6b5-a58d-4284-8d2d-2319f30dc40d_ec993957-9d4e-490a-aec8-3d147124e98f.spold;market for printer, laser, black/white;GLO;printer, laser, black/white
24306_d97202a3-5b1c-42be-b4f3-fe6f847fabbb_c6dd4cd2-cacd-40ed-b2b5-9c54cc21cee6.spold;market for process-specific burdens, municipal waste incineration;Europe without Switzerland;process-specific burdens, municipal waste incineration
24307_eb761541-840b-4a88-ac9e-fae8da07172c_092689fc-3f10-47fe-abbd-9ffaf77f3013.spold;market for process-specific burdens, slag landfill;CH;process-specific burdens, slag landfill
24308_bb471546-5c04-4fe3-b4fa-8bdc2910ba5a_0efdaa40-18e9-4c35-b443-7123307fb358.spold;market for process-specific burdens, residual material landfill;CH;process-specific burdens, residual material landfill
24309_c477219d-c216-48a3-abc4-2655f4f41472_705f483c-0d06-4f1c-9be9-7d54b88c4015.spold;market for propane, burned in building machine;GLO;propane, burned in building machine
24310_1ea0e724-7d72-460b-8946-6e30e7fe868e_092689fc-3f10-47fe-abbd-9ffaf77f3013.spold;market for process-specific burdens, slag landfill;Europe without Switzerland;process-specific burdens, slag landfill
24311_c90cc1f6-e73a-453f-98bf-121a5cb6c58d_28a32250-3ba9-4556-9505-8841cff28aa2.spold;market for propane;GLO;propane
24312_ab09c101-69a4-4247-8255-5bbaac1173c3_34e08b94-8441-4260-b73a-83047ea6c25b.spold;market for process-specific burdens, inert material landfill;CH;process-specific burdens, inert material landfill
24313_06f8d1a8-6438-4d04-aab6-ed7ee9f792ed_c6dd4cd2-cacd-40ed-b2b5-9c54cc21cee6.spold;market for process-specific burdens, municipal waste incineration;CH;process-specific burdens, municipal waste incineration
24314_f125ea49-7416-47fe-b8a1-33d0f87e7ff4_0efdaa40-18e9-4c35-b443-7123307fb358.spold;market for process-specific burdens, residual material landfill;Europe without Switzerland;process-specific burdens, residual material landfill
24315_e97f9132-b289-4eab-a49c-d515835dc3cd_93325850-98a2-49a1-be7c-1ccf715f38ce.spold;market for propionic acid;GLO;propionic acid
24316_e27fd4ca-0fe1-44b4-a362-c8648ff865ad_f2c50dcd-6418-4d9e-a807-4bd5c6be89b2.spold;market for propyl amine;GLO;propyl amine
24317_cd0fcc55-d378-4cad-baea-0a2035f1c6cc_72d94cff-d13f-4653-9bab-e1fd5f3c0e69.spold;market for prosulfocarb;GLO;prosulfocarb
24318_88e75c8d-dcf1-4f31-b054-da223a787857_510a8fef-7075-4da2-9984-8936ba08c89f.spold;market for protein pea, Swiss integrated production;GLO;protein pea, Swiss integrated production
24319_a90d921b-6515-468a-b67c-fca905e49c26_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;market for protein feed, 100% crude;GLO;protein feed, 100% crude
24320_749aa4f1-dc5c-40f9-afe3-0de53f069a26_fa8fdaec-627a-4055-b2e9-49b238cf166f.spold;market for protein pea, organic;GLO;protein pea, organic
24321_b895a8b2-9561-46bc-a334-2cf54d5a8c52_06affe58-e750-4345-8725-8218d54352f7.spold;market for protein pea, feed, Swiss integrated production;GLO;protein pea, feed, Swiss integrated production
24322_5cfaf900-bdbe-4493-b39b-0e54e453e420_0dab73c6-b214-4e9c-8c38-ab49d608637b.spold;market for protein pea;GLO;protein pea
24323_c2095764-f25f-4550-8e0b-1ccc184f2ece_aef9a6fa-55d2-4492-b559-06a2811b6017.spold;market for pulp factory;GLO;pulp factory
24324_6636a7a0-072b-4316-b6ea-f4c793a5f316_aed42e37-62bc-4f3f-a527-b92f5187c0e8.spold;market for pulpwood, hardwood, measured as solid wood under bark;CH;pulpwood, hardwood, measured as solid wood under bark
24325_3edde290-eb6e-435b-945c-b2c319885d48_6eb408db-980a-4b9e-82a8-b6dca183ec35.spold;market for pulpwood, softwood, measured as solid wood under bark;Europe without Switzerland;pulpwood, softwood, measured as solid wood under bark
24326_611ed84c-7cb7-48b2-87ed-4be1fa807f6b_aed42e37-62bc-4f3f-a527-b92f5187c0e8.spold;market for pulpwood, hardwood, measured as solid wood under bark;Europe without Switzerland;pulpwood, hardwood, measured as solid wood under bark
24327_8be72980-5cf6-43f4-9328-243373233ace_6eb408db-980a-4b9e-82a8-b6dca183ec35.spold;market for pulpwood, softwood, measured as solid wood under bark;CH;pulpwood, softwood, measured as solid wood under bark
24328_a7d1c718-78ad-4d4e-8976-746413a3a591_c5a44929-73b7-4ee2-a5da-7806cc094d77.spold;market for pump, 40W;GLO;pump, 40W
24329_305b0a4d-23a4-4a9a-8df2-b81ce11faeed_206eb3c4-8d19-4ed6-bd25-44d11b7fa624.spold;market for pulverised lignite;GLO;pulverised lignite
24330_eb2c2c10-227a-45be-9c73-c25cea4ae17c_c76478d2-32a3-45ed-a4e1-12ef9d60883f.spold;market for pump station;GLO;pump station
24331_cbb59d10-3f03-4214-a54e-f754f9761593_6119f30b-32d1-43dc-bc2e-9f0b3320af15.spold;market for pyrazole;GLO;pyrazole
24332_73916d92-55a1-4b43-9d45-73c840060388_c20abae4-7760-45ef-922d-1591dd98e12c.spold;market for pumice;GLO;pumice
24333_c5680320-c9e1-46a3-a3c5-ce27b3f90e06_2552d148-587a-4fcf-be94-991383a8160e.spold;market for pyrethroid-compound;GLO;pyrethroid-compound
24334_7b69bb66-8968-4f87-b229-e535386c929b_c35d04b9-fc6e-4033-9144-af61a3c68526.spold;market for pyridine;GLO;pyridine
24335_d7fb32fa-038f-4e3a-b09e-32e9932fd07e_fd71fda7-6bc6-4020-bfd7-205ef2b560aa.spold;market for pyridazine-compound;GLO;pyridazine-compound
24336_5035378f-2782-4108-95c5-bc31fc02a91b_f4141823-5779-4464-aa75-6ba5e014fa62.spold;market for pyridine-compound;GLO;pyridine-compound
24337_5f0b570c-6b59-48d7-be61-7dca23b02586_edf7f547-4078-41a0-984d-e0c55c185f3b.spold;market for pyrite ash;GLO;pyrite ash
24338_8e278b30-1934-4a40-8b28-99faced5a344_2a478bad-9f24-4208-a86c-3683f9b69610.spold;market for quicklime, milled, packed;RER;quicklime, milled, packed
24339_e84c6b41-91c4-4dd3-903e-54d243857146_e79575a7-0b20-46d5-94b2-99d1916105db.spold;market for quicklime, in pieces, loose;CH;quicklime, in pieces, loose
24340_2cec1108-d4c3-4455-afe8-2ee907a22f36_d76a43a4-17da-4713-b4d7-569804af59ab.spold;market for quicklime, milled, loose;CH;quicklime, milled, loose
24341_5de27c8f-fd9e-48c9-b9f0-372331417b9e_e793625e-34eb-42c6-a9c7-dd9056ea86f3.spold;market for railway track, for high-speed train;GLO;railway track, for high-speed train
24342_4e2b7e5c-2315-4c27-be94-41ecd8a600fa_d50f0afb-0fac-404e-80c3-2e9c0daee651.spold;market for rainwater mineral oil storage;Europe without Switzerland;rainwater mineral oil storage
24343_e908d23b-496b-4506-a14b-aca8ef4fcc30_3719fbf0-0ae5-4e1d-9668-e5f2cecf9a43.spold;market for rape meal;GLO;rape meal
24344_984d11e2-c6f5-478e-bc5f-7bb6d8e38b5e_cb388ab7-cbc9-412f-ab11-811c808a8004.spold;market for railway track;GLO;railway track
24345_af9a23f3-0a12-4675-9a42-bd9fb59e662d_c13cf756-e56c-4542-8cf9-06ddb0669efa.spold;market for radish;GLO;radish
24346_f547e6e8-8832-4546-8c8a-5b37428e1684_d50f0afb-0fac-404e-80c3-2e9c0daee651.spold;market for rainwater mineral oil storage;CH;rainwater mineral oil storage
24347_6d90d496-6790-42c4-bd2f-e839fdc656a5_bf56bcc1-aecc-4c4f-aec3-9a35e967ae8a.spold;market for rape seed, organic, for sowing;GLO;rape seed, organic, for sowing
24348_5eecca79-efe8-4ecb-96dc-92013653ce8f_1ef8a081-f479-4c8e-bba3-aba6d37de904.spold;market for rape oil, crude;CH;rape oil, crude
24349_b8855496-7ed1-48c1-a3a4-d091618442c4_7f28aedf-805b-4d2d-92e5-eb011b4f099e.spold;market for rape seed, for sowing;CH;rape seed, for sowing
24350_8511af25-bb2d-4ba9-b55e-491603d1f930_cb09bcae-b469-4f41-84a6-cdd1e958e027.spold;market for rape seed;GLO;rape seed
24351_8d855119-9281-4199-a2fb-3eb0078d73da_44519c79-bf77-4775-a69e-182d26b1f7d5.spold;market for rape seed, Swiss integrated production;GLO;rape seed, Swiss integrated production
24352_3cc2bfd1-fac1-499b-a5a4-d7a0bc18bca5_80df7587-0686-45b1-af7c-38ee267c2525.spold;market for rape seed, organic;GLO;rape seed, organic
24353_7c64efb8-ccfd-48af-9611-af1840f53aca_d85221ba-1d0f-4545-bf95-a2cbf51402dd.spold;market for rare earth concentrate, 70% REO, from bastnäsite;GLO;rare earth concentrate, 70% REO, from bastnäsite
24354_89312bec-4186-4e89-a9c0-299dba21ace0_44ea8a61-e589-4693-9d8c-03c5d7aa08f7.spold;market for recultivation, bauxite mine;GLO;recultivation, bauxite mine
24355_3d6cf687-dcfd-41ab-bf7c-39e6b36c2ddf_0b6f10dc-7e07-4eba-96bc-9fe0c7e634a4.spold;market for receiver system, solar tower power plant, 20 MW;GLO;receiver system, solar tower power plant, 20 MW
24356_7f1126d5-a814-4553-b3eb-b3a0a434f256_a07b5d4c-ab45-4bb6-927a-ab3dee053ec1.spold;market for recultivation, bentonite mine;GLO;recultivation, bentonite mine
24357_ca2b9478-c82b-4dd1-bf62-790de0320a88_64258a0a-b069-431d-839f-3e47c1a4d9c4.spold;market for recultivation, limestone mine;GLO;recultivation, limestone mine
24358_5102d997-fd6b-4155-a964-9eedd41cbf5b_2c9ff48f-b3da-440d-8502-15b14bfbb150.spold;market for red meat, live weight;GLO;red meat, live weight
24359_a7e408dd-c623-43c1-a7e3-ed825f1f40f3_eb134880-3c15-4a18-af4c-e1e521b4101f.spold;market for recultivation, iron mine;GLO;recultivation, iron mine
24360_c08b9ca5-4138-4454-9805-a6e31f62538e_b92d0439-97e3-4a11-a228-754146fb3781.spold;market for recultivation, shale quarry;GLO;recultivation, shale quarry
24361_80b37073-5634-4d1e-a49f-f0696fc25c2e_a1e2dbab-48a6-4521-98a5-d386b2cd9814.spold;market for redmud from bauxite digestion;GLO;redmud from bauxite digestion
24362_32a21ed6-9949-4bfa-915c-b87d74cd95e1_70994166-77bb-4fcc-9bbd-725478ee4761.spold;market for recultivation, ilmenite mine;GLO;recultivation, ilmenite mine
24363_d6e74fad-3984-46ff-aab8-76a82241bda9_b19c8d4b-4bfe-4b53-90a9-adf93ac82f3f.spold;market for reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant;GLO;reefer, intermodal shipping container, 40-foot, high-cube, R134a as refrigerant
24364_742b3b7b-81b1-4590-ba6a-5997e2d3dccf_6de9a46d-c36d-4485-a79c-93ba2b57563b.spold;market for refinery sludge;Europe without Switzerland;refinery sludge
24365_da5d5201-0a2b-4a5d-ac0d-1a6f54b479dd_6de9a46d-c36d-4485-a79c-93ba2b57563b.spold;market for refinery sludge;CH;refinery sludge
24366_0d715cd3-3cb1-43dc-95d7-0af23c091961_3ba2c4e1-5133-4a09-aa56-755cb2072dae.spold;market for reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant;GLO;reefer, intermodal shipping container, 40-foot, high-cube, carbon dioxide, liquid as refrigerant
24367_e9fda866-eca2-4661-8087-f725cc138dca_2ab55669-4fa5-41ad-b0cb-d8b519b5d0c5.spold;market for refrigeration machine, carbon dioxide, liquid as refrigerant;GLO;refrigeration machine, carbon dioxide, liquid as refrigerant
24368_d3232bf3-faf1-4b1a-aa31-26e312098d27_d3e019ee-edbe-4774-a4a6-9701cf293d05.spold;market for refractory, fireclay, packed;GLO;refractory, fireclay, packed
24369_64637765-ae82-46ea-a3b7-aa334908e21d_cca439a0-2e00-45f0-a360-2aad6ce606a9.spold;market for refractory spent pot liner from Al electrolysis;GLO;refractory spent pot liner from Al electrolysis
24370_7af2a102-188f-44ca-8f7a-c4bc61548c8c_17c72eaf-0185-42dc-87d4-4882e550ba09.spold;market for refractory, basic, packed;GLO;refractory, basic, packed
24371_531de122-4833-4a08-8a9b-749d22f6ae03_16c82be7-a974-4cfa-9e30-4ebec1c64cdf.spold;market for refinery;GLO;petroleum refinery
24372_4b704cdc-5bc0-4f26-a529-c948c8a1f13a_b230aa6e-cc36-4b60-bed5-1775d3fdc677.spold;market for refractory, high aluminium oxide, packed;GLO;refractory, high aluminium oxide, packed
24373_7e516eec-6961-4f1c-9351-d3444e08a347_3cc30fa4-8564-443b-9849-8c7b98c60ec8.spold;market for residual material landfill;GLO;residual material landfill
24374_4df7ba14-11ab-405c-9a2f-a101816cdaa2_9ba48284-0f03-4fec-800d-de77833b12f6.spold;market for reinforcing steel;GLO;reinforcing steel
24375_d43c9719-5e26-471f-a089-54b8effa29dc_bded6c5a-4dca-497e-bdd9-fcd343012087.spold;market for residual hardwood, wet;GLO;residual hardwood, wet
24376_ab25781f-f998-4510-8c7a-d3bcae38985b_aead8a1b-872e-4d15-a3d6-1deb68c89b49.spold;market for residential sewer grid, 0.087 km;GLO;residential sewer grid, 0.087 km
24377_c61983e6-ec81-4610-b695-e96de90046b8_2677ef49-b019-4da3-bc8e-ffa396bad75f.spold;market for refrigeration machine, R134a as refrigerant;GLO;refrigeration machine, R134a as refrigerant
24378_532e617a-0865-4d2a-adc1-ec97f7cd7ac9_6205fbc0-d3ad-46e2-9426-09c6293c417c.spold;market for residual softwood, wet;GLO;residual softwood, wet
24379_c762eab2-c395-493f-a7ab-c05237d6e72c_5c3a4e48-3c94-4a4c-b015-5eba53ccb96e.spold;market for residue from mechanical treatment, cathode ray tube display;CH;residue from mechanical treatment, cathode ray tube display
24380_33e1c522-9d89-4e76-ab85-8063cae06c96_019600be-f3ce-4399-9e31-19cdc087ed5f.spold;market for residual wood, dry;GLO;residual wood, dry
24381_d62b094c-ed49-41aa-a6b4-53be2682316a_76690609-bfa8-4e1e-bd15-60d6e4ab9580.spold;market for residue from mechanical treatment, industrial device;CH;residue from mechanical treatment, industrial device
24382_dd754814-9f87-424e-ad14-fe5895e791e9_c6a438b2-2b0f-43db-aadf-9310938597db.spold;market for residue from mechanical treatment, IT accessory;CH;residue from mechanical treatment, IT accessory
24383_b1b3d924-d7a0-4663-baf3-5a55d0a40f41_ac3ce6da-8f69-40be-885a-5ea13915e89b.spold;market for residue from mechanical treatment, desktop computer;CH;residue from mechanical treatment, desktop computer
24384_6627ab3c-1d32-4abf-8924-3b547e287554_d9e5c20c-618c-4a6a-9d37-cd20a9b5b435.spold;market for residue from mechanical treatment, liquid crystal display;CH;residue from mechanical treatment, liquid crystal display
24385_3975d9c1-1f41-4a42-8af6-70106dac710c_fa5ae82b-e530-44cb-8fc7-5d24f0d85355.spold;market for residue from mechanical treatment, laser printer;CH;residue from mechanical treatment, laser printer
24386_7fa84e36-9587-4d57-86e3-3339b94fbc38_93ecf39b-b753-44a6-b58a-c44d87ca7186.spold;market for residue from rutile production, synthetic, 56% water;GLO;residue from rutile production, synthetic, 56% water
24387_848a378e-def7-43a3-acc8-faa6ec3fd2cd_936ac696-714c-4e6b-9237-ec61432a4d68.spold;market for residue from mechanical treatment, laptop computer;CH;residue from mechanical treatment, laptop computer
24388_d9f65113-b351-4e43-81c0-be103a58b500_99277a16-ae9f-4722-99aa-b50b2e595353.spold;market for residue from Na-dichromate production;GLO;residue from Na-dichromate production
24389_b79c2dbc-b4c9-48ec-aff5-4b8ddfc32af1_cdbd9da0-1040-4894-b349-e346828a8b35.spold;market for residue from TiO2 production, chloride process;GLO;residue from TiO2 production, chloride process
24390_b0bac23f-df18-480f-bd36-072274978475_6095f789-4cd5-4bf5-94fa-5497ed4ac83f.spold;market for residue from shredder fraction from manual dismantling;CH;residue from shredder fraction from manual dismantling
24391_6f801b05-6bae-4b0a-aa1c-e7b91307fe7d_9f90e015-9e11-4ddb-beda-f04a94acb2bf.spold;market for residue from TiO2 production, sulfate process;GLO;residue from TiO2 production, sulfate process
24392_a8d5629f-00ff-4bda-856f-18dc05d24da5_92d9032c-7554-43a7-87b7-59ced4c2516a.spold;market for resistor, metal film type, through-hole mounting;GLO;resistor, metal film type, through-hole mounting
24393_85e44e53-e1b0-47d6-960d-a5c73a83bb45_db1c2047-0778-4de6-a5ce-2e1714278d34.spold;market for resistor, wirewound, through-hole mounting;GLO;resistor, wirewound, through-hole mounting
24394_59bc8036-d5dc-4e5b-8320-5a7db3751473_baa9ecd3-1613-4c53-a9f1-dd9f4653b1fa.spold;market for resistor, auxilliaries and energy use;GLO;resistor, auxilliaries and energy use
24395_f368ab98-9361-4671-9ed7-505fb7f3b485_b826a1ab-8be4-41bf-80ad-a6665ec8f9b8.spold;market for resistor, surface-mounted;GLO;resistor, surface-mounted
24396_f7d73952-0aaf-4373-b3b5-fc5ea1438623_c1b67381-05bf-4bf0-a3a3-2b3289ac32e3.spold;market for rice seed, for sowing;GLO;rice seed, for sowing
24397_3f99fb3f-1e2c-4a6c-956f-c4e0d02b67f9_4cfe813a-b653-4fce-bf8b-52f493545820.spold;market for rhodium;GLO;rhodium
24398_e0160902-e268-4be5-bbfb-d41a39dc88cd_e50fbfef-68be-4c56-9763-88007f342ad5.spold;market for rice;GLO;rice
24399_13028390-fdb0-4fd1-ac09-015c9f6cff48_a57d2939-1c24-4862-a213-e36319eebad3.spold;market for road vehicle factory;GLO;road vehicle factory
24400_0384d892-ef71-4c71-98e1-73452446815b_e07508c3-a1a7-4a0b-9a57-8e15edac8c3c.spold;market for road wear emissions, lorry;GLO;road wear emissions, lorry
24401_cf267bce-37fd-4c1b-9ae0-d639e0fdbd6d_016a27f2-6bba-45a7-a682-0ee4a9d5ac29.spold;market for road wear emissions, passenger car;GLO;road wear emissions, passenger car
24402_9217a875-5088-424f-9530-2c900e8688b1_c6deb1b3-386b-4c16-8399-29d0283d2673.spold;market for road maintenance;GLO;road maintenance
24403_edf630d5-94a5-4aee-b7d5-4efdad35150b_5911b1c9-b3ad-4e6e-893a-137262ad4f95.spold;market for road, company, internal;GLO;road, company, internal
24404_3cc783d4-49b2-450a-a6f2-c82e1f6d94a4_ecaff1a6-6df6-4733-b8cf-9a9206230287.spold;market for rock crushing;GLO;rock crushing
24405_cb8873b7-ac90-4c47-aa6f-61176499be51_2044879b-7d88-43d4-8525-8cb0a9ba62b7.spold;market for rolling mill;GLO;rolling mill
24406_e5d34c35-d3e8-44bb-8c82-3e3a26433496_2742d7a4-b620-422c-8518-03d27356ea70.spold;market for roof tile;GLO;roof tile
24407_9c3f65c2-2d4c-4616-ba18-fede25b049bd_350765c0-a00b-41ef-b824-c603077e82d2.spold;market for road;GLO;road
24408_ad3b83b7-a64e-4e6b-acdc-f59f56bf3686_f3c51e03-d161-4493-a430-03ac72a4706a.spold;market for room-connecting overflow element, steel, approx. 40 m3/h;GLO;room-connecting overflow element, steel, approx. 40 m3/h
24409_39fdb734-9286-49b5-81a6-8f41c945644f_3473bca6-5172-44d2-bda1-1f681e891ca8.spold;market for roundwood, eucalyptus ssp. from sustainable forest management, under bark;GLO;roundwood, eucalyptus ssp. from sustainable forest management, under bark
24410_11ad7c8b-3efa-4080-b563-7ecc9a324034_f245d8fa-864f-4b3f-b35e-7c8f9ce76a4b.spold;market for roundwood, meranti from sustainable forest management, MY, debarked;GLO;roundwood, meranti from sustainable forest management, MY, debarked
24411_6e82cd18-5de6-4cb6-91c9-53f9184a8ffa_9fc5b274-096c-4764-ac8f-8ca080cffeb0.spold;market for roundwood, azobe from sustainable forest management, CM, debarked;GLO;roundwood, azobe from sustainable forest management, CM, debarked
24412_e48c1e60-5392-4eef-8068-026761ee9930_4cd00539-d72f-43b8-be94-3f83407afd3d.spold;market for roundwood, azobe from sustainable forest management, under bark;GLO;roundwood, azobe from sustainable forest management, under bark
24413_9f18e489-1bc1-4546-afe9-3440a4c91221_175c29e0-09a0-43ed-a6da-c5f8fc47953f.spold;market for roundwood, paraná pine from sustainable forest management, under bark;GLO;roundwood, paraná pine from sustainable forest management, under bark
24414_a739a803-afda-40b3-9a74-48388ebc0932_044c33a8-4bd8-4334-9948-c41b96cfb314.spold;market for roundwood, meranti from sustainable forest management, under bark;GLO;roundwood, meranti from sustainable forest management, under bark
